noise_ratio,spectral_contrast_mean,mfcc_mean,open_quotient,closed_quotient,zero_crossings,spectral_centroid,spectral_bandwidth,spectral_flatness,rolloff,tempo,chroma_stft,chroma_cqt,tonnetz,label
-2.5747094696271233e-05,15.035914229489196,-0.33040961623191833,1.0,0.0,5587,6056.2802576619615,6571.763018656318,0.024846406653523445,13544.26203547297,150.2403846153846,0.29095345735549927,0.28460270166397095,-0.045959166784281955,0
-2.5747094696271233e-05,15.035914229489196,-0.33040961623191833,1.0,0.0,5587,6056.2802576619615,6571.763018656318,0.024846406653523445,13544.26203547297,150.2403846153846,0.29095345735549927,0.28460270166397095,-0.045959166784281955,0
-6.35108444839716e-05,18.442542355436313,0.25667741894721985,0.9999584746349228,4.152536507717741e-05,720,3282.0425934670225,5538.333857773221,0.0012374650686979294,8759.490536971829,172.33455882352942,0.34084874391555786,0.1701248586177826,0.1402976902975293,0
-6.35108444839716e-05,18.442542355436313,0.25667741894721985,0.9999584746349228,4.152536507717741e-05,720,3282.0425934670225,5538.333857773221,0.0012374650686979294,8759.490536971829,172.33455882352942,0.34084874391555786,0.1701248586177826,0.1402976902975293,0
-8.821971277939156e-05,18.03871897350801,-1.8388956785202026,0.9999388379204893,6.116207951067931e-05,716,3459.1010195290855,5473.280943209237,0.0027559269219636917,8148.193359374999,202.04741379310346,0.27933794260025024,0.17711183428764343,-0.03539768541080012,0
-8.821971277939156e-05,18.03871897350801,-1.8388956785202026,0.9999388379204893,6.116207951067931e-05,716,3459.1010195290855,5473.280943209237,0.0027559269219636917,8148.193359374999,202.04741379310346,0.27933794260025024,0.17711183428764343,-0.03539768541080012,0
3.4752895317069488e-06,18.36215051494048,-5.402505874633789,1.0,0.0,794,3238.8248250831507,5557.67502074902,0.0010406539076939225,8724.373009554138,122.0703125,0.3231254816055298,0.15037766098976135,-0.1716980637709238,0
3.4752895317069488e-06,18.36215051494048,-5.402505874633789,1.0,0.0,794,3238.8248250831507,5557.67502074902,0.0010406539076939225,8724.373009554138,122.0703125,0.3231254816055298,0.15037766098976135,-0.1716980637709238,0
-8.45767863211222e-06,15.055049976156548,-6.8146233558654785,0.9999879155983356,1.2084401664447242e-05,161426,5995.736845087036,6325.3739728519295,0.05412507802248001,12997.947064954273,142.91158536585365,0.5172948241233826,0.39274469017982483,-0.01119874903673829,0
-8.45767863211222e-06,15.055049976156548,-6.8146233558654785,0.9999879155983356,1.2084401664447242e-05,161426,5995.736845087036,6325.3739728519295,0.05412507802248001,12997.947064954273,142.91158536585365,0.5172948241233826,0.39274469017982483,-0.01119874903673829,0
-1.1600698599067982e-05,14.189711984824427,-8.737953186035156,1.0,0.0,4184,6882.494010303445,6770.566952891007,0.03122751973569393,14829.958850190837,162.76041666666666,0.27070337533950806,0.2763007581233978,-0.038117867540463694,0
-1.1600698599067982e-05,14.189711984824427,-8.737953186035156,1.0,0.0,4184,6882.494010303445,6770.566952891007,0.03122751973569393,14829.958850190837,162.76041666666666,0.27070337533950806,0.2763007581233978,-0.038117867540463694,0
-8.281259397335816e-06,18.06866539017686,-0.5044742226600647,0.999738425320429,0.0002615746795709972,858,3072.6666805783057,5401.076327843979,0.0009656874462962151,7996.457122093022,139.50892857142858,0.2934643030166626,0.17431466281414032,0.06649876158197666,0
-8.281259397335816e-06,18.06866539017686,-0.5044742226600647,0.999738425320429,0.0002615746795709972,858,3072.6666805783057,5401.076327843979,0.0009656874462962151,7996.457122093022,139.50892857142858,0.2934643030166626,0.17431466281414032,0.06649876158197666,0
-8.601304580224678e-05,17.236750002267765,-3.034151554107666,1.0,0.0,971,3928.605634100339,5752.010944633969,0.006755059119313955,9475.173163659792,154.1940789473684,0.2839643955230713,0.20452643930912018,0.014478124007416137,0
-8.601304580224678e-05,17.236750002267765,-3.034151554107666,1.0,0.0,971,3928.605634100339,5752.010944633969,0.006755059119313955,9475.173163659792,154.1940789473684,0.2839643955230713,0.20452643930912018,0.014478124007416137,0
-7.489870768040419e-06,18.019083438018342,-0.4836154580116272,0.9998407806298263,0.00015921937017371324,858,3079.870446910372,5406.800653661159,0.0009895982220768929,8022.432549055231,142.91158536585365,0.2935645580291748,0.17527659237384796,0.0659717063042561,0
-7.489870768040419e-06,18.019083438018342,-0.4836154580116272,0.9998407806298263,0.00015921937017371324,858,3079.870446910372,5406.800653661159,0.0009895982220768929,8022.432549055231,142.91158536585365,0.2935645580291748,0.17527659237384796,0.0659717063042561,0
-1.4872247447783593e-05,13.699857421697287,-2.05652117729187,1.0,0.0,5586,7666.13367861145,6929.250055779608,0.06411829590797424,15930.447048611108,133.16761363636363,0.33970415592193604,0.4225277900695801,-0.032528773637163576,0
-1.4872247447783593e-05,13.699857421697287,-2.05652117729187,1.0,0.0,5586,7666.13367861145,6929.250055779608,0.06411829590797424,15930.447048611108,133.16761363636363,0.33970415592193604,0.4225277900695801,-0.032528773637163576,0
-2.1656727767549455e-05,18.51575509063373,0.5406269431114197,0.999953471780635,4.652821936501628e-05,688,3247.329179532729,5465.87784783974,0.00136407685931772,8369.566902281744,69.75446428571429,0.32795101404190063,0.18377374112606049,0.04656630533873596,0
-2.1656727767549455e-05,18.51575509063373,0.5406269431114197,0.999953471780635,4.652821936501628e-05,688,3247.329179532729,5465.87784783974,0.00136407685931772,8369.566902281744,69.75446428571429,0.32795101404190063,0.18377374112606049,0.04656630533873596,0
-2.2874222850077786e-05,17.092813405860905,-3.5218818187713623,0.9999875856589532,1.2414341046818045e-05,1971,4320.29679529136,5952.52333340331,0.007187597919255495,10388.33811313291,110.55424528301887,0.2911497950553894,0.20751498639583588,-0.082203326632059,0
-2.2874222850077786e-05,17.092813405860905,-3.5218818187713623,0.9999875856589532,1.2414341046818045e-05,1971,4320.29679529136,5952.52333340331,0.007187597919255495,10388.33811313291,110.55424528301887,0.2911497950553894,0.20751498639583588,-0.082203326632059,0
1.3003765161556657e-05,17.937596894008426,-3.5121214389801025,0.9996857708859895,0.00031422911401046694,737,2943.233537339838,5268.847061117597,0.0008507200400345027,6795.987215909089,122.0703125,0.2627563774585724,0.1276484727859497,0.27619200178912257,0
1.3003765161556657e-05,17.937596894008426,-3.5121214389801025,0.9996857708859895,0.00031422911401046694,737,2943.233537339838,5268.847061117597,0.0008507200400345027,6795.987215909089,122.0703125,0.2627563774585724,0.1276484727859497,0.27619200178912257,0
-1.011280528473435e-05,18.426760679878605,-12.616458892822266,1.0,0.0,656,3834.2541628682566,5844.222782092374,0.0025217595975846052,9941.582207207206,130.20833333333334,0.21510754525661469,0.19260305166244507,0.11325793869220473,0
-1.011280528473435e-05,18.426760679878605,-12.616458892822266,1.0,0.0,656,3834.2541628682566,5844.222782092374,0.0025217595975846052,9941.582207207206,130.20833333333334,0.21510754525661469,0.19260305166244507,0.11325793869220473,0
6.0455982747953385e-05,19.128003709136582,-2.555026054382324,0.9946424543198736,0.005357545680126363,329,2186.887437181916,4673.709628739817,0.0005402740789577365,4068.429129464285,150.2403846153846,0.33623823523521423,0.21367447078227997,0.06375402262284965,0
6.0455982747953385e-05,19.128003709136582,-2.555026054382324,0.9946424543198736,0.005357545680126363,329,2186.887437181916,4673.709628739817,0.0005402740789577365,4068.429129464285,150.2403846153846,0.33623823523521423,0.21367447078227997,0.06375402262284965,0
-2.2697899112245068e-05,19.874888212076304,-7.883366107940674,0.9968105637379381,0.0031894362620619177,455,2385.8089628723014,4660.867798943269,0.0005189657676964998,4637.916800902061,183.10546875,0.28950852155685425,0.2155720591545105,-0.06882026212638902,0
-2.2697899112245068e-05,19.874888212076304,-7.883366107940674,0.9968105637379381,0.0031894362620619177,455,2385.8089628723014,4660.867798943269,0.0005189657676964998,4637.916800902061,183.10546875,0.28950852155685425,0.2155720591545105,-0.06882026212638902,0
-0.00010314905375707895,18.954888119070972,-4.168737411499023,1.0,0.0,325,2428.940195019995,4768.711333268511,0.0005335102905519307,4746.3000660211255,217.01388888888889,0.28808414936065674,0.18821842968463898,0.1453208991102279,0
-0.00010314905375707895,18.954888119070972,-4.168737411499023,1.0,0.0,325,2428.940195019995,4768.711333268511,0.0005335102905519307,4746.3000660211255,217.01388888888889,0.28808414936065674,0.18821842968463898,0.1453208991102279,0
3.422181407586322e-06,16.193598893125298,-13.17067813873291,1.0,0.0,60103,4876.4597352313285,5936.988092410628,0.034964077174663544,10656.343164395226,124.66755319148936,0.5138923525810242,0.3906840980052948,0.014167888893340214,0
3.422181407586322e-06,16.193598893125298,-13.17067813873291,1.0,0.0,60103,4876.4597352313285,5936.988092410628,0.034964077174663544,10656.343164395226,124.66755319148936,0.5138923525810242,0.3906840980052948,0.014167888893340214,0
-4.337614154792391e-05,18.717011137827324,-12.214288711547852,1.0,0.0,689,3690.1419719230357,5741.224976005145,0.0022615089546889067,9697.950932017542,146.484375,0.20166784524917603,0.1544579416513443,0.2096850437138059,0
-4.337614154792391e-05,18.717011137827324,-12.214288711547852,1.0,0.0,689,3690.1419719230357,5741.224976005145,0.0022615089546889067,9697.950932017542,146.484375,0.20166784524917603,0.1544579416513443,0.2096850437138059,0
-0.00017137915710918605,19.416795580381738,-6.8808183670043945,0.9989158492514197,0.0010841507485802593,348,2529.081471787908,4960.101700849246,0.000600275001488626,5599.172491776315,139.50892857142858,0.33597588539123535,0.20398461818695068,-0.023665451827475915,0
-0.00017137915710918605,19.416795580381738,-6.8808183670043945,0.9989158492514197,0.0010841507485802593,348,2529.081471787908,4960.101700849246,0.000600275001488626,5599.172491776315,139.50892857142858,0.33597588539123535,0.20398461818695068,-0.023665451827475915,0
-1.9318789782118984e-05,19.444286499937782,-12.951478958129883,0.9984210941817321,0.0015789058182679172,365,2522.646429626508,4676.864390096711,0.0006997433956712484,5121.093749999999,225.36057692307693,0.2600957155227661,0.21798814833164215,0.052635257824695525,0
-1.9318789782118984e-05,19.444286499937782,-12.951478958129883,0.9984210941817321,0.0015789058182679172,365,2522.646429626508,4676.864390096711,0.0006997433956712484,5121.093749999999,225.36057692307693,0.2600957155227661,0.21798814833164215,0.052635257824695525,0
-4.593019912135787e-05,18.951410907368683,-5.525592803955078,1.0,0.0,319,2738.8100370310126,4983.16154665731,0.0008449364104308188,6124.054439484126,279.01785714285717,0.26127028465270996,0.17060653865337372,-0.01568195190696992,0
